name,cuisine,cost,img_link,rating,n_ratings,address
Kucina Italian Restaurant,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/e3/e1/53/photo2jpg.jpg,4.5,198,"11 Tanjong Katong Road, Kinex, Floor B1 Unit 09 10 Kinex mall, Singapore 437157 Singapore"
Crossroads Buffet,Singaporean,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/73/a8/05/marriott-cafe.jpg,4.5,"1,404","320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore Marriott Tang Plaza Hotel, Singapore 238865 Singapore"
Mikuni,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/02/62/c5/48/mikuni-main-dining-area.jpg,4.5,649,"80 Bras Basah Road Level 3,, Singapore 189560 Singapore"
Stellar at 1-Altitude,Contemporary,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/e0/7b/52/take-a-trip-to-the-garden.jpg,4.0,720,"1 Raffles Place Floor 62 One Raffles Place, Singapore 048616 Singapore"
Opus Bar & Grill,"Steakhouse, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/24/da/7a/69/opus-grill-steak-and.jpg,4.5,630,"581 Orchard Road voco Orchard Singapore, Singapore 238883 Singapore"
CouCou Hot Pot Suntec,"Asian, Taiwanese",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/21/0d/e4/72/coucou.jpg,4.5,246,"3 Temasek Boulevard Suntec City Mall Suntec City Mall, Singapore 038983 Singapore"
Red Sparrow,"Asian, Vietnamese",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/7d/66/42/mien-cua.jpg,4.5,378,"Blk 11 Dempsey Road #01-18, Singapore 249673 Singapore"
Etna Italian Restaurant (Duxton),"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/ec/b9/71/pork.jpg,4.5,353,"49/50 Duxton Road, Singapore 089513 Singapore"
Bistecca Tuscan Steakhouse,"Italian, Steakhouse",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/22/84/9a/a2/bistecca-10-year-anniversary.jpg,4.5,603,"25 Mohamed Sultan Road, Singapore 238969 Singapore"
Artemis Grill & Sky Bar,Mediterranean,$$$$,https://media-cdn.tripadvisor.com/media/photo-p/13/47/fb/8d/umbrellas.jpg,4.5,558,"138 Market Street Capitagreen Level 40 CapitaGreen Rooftop, Singapore 048946 Singapore"
Wine Connection Bistro at HillV2,"Italian, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/14/ea/8f/e3/img-20180909-183327-largejpg.jpg,4.5,587,"4 Hillview Rise The Hillier #02-05/06, Singapore 667979 Singapore"
Gayatri Restaurant,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/97/93/20/gayatri-s-appam-incorporates.jpg,4.0,358,"122 Race Course Road, #01-01, Singapore 218583 Singapore"
Wan Hao Chinese Restaurant,"Chinese, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/26/83/59/1d/wan-hao-chinese-restaurant.jpg,4.5,545,"320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore Marriott Tang Plaza Hotel, Singapore 238865 Singapore"
"The English House, By Marco Pierre White, Singapore",British,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/78/83/e8/roast-beef-and-all-the.jpg,4.5,422,"28 Mohamed Sultan Road, Singapore 238972 Singapore"
"Tess Bar & Kitchen, Singapore","Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1c/43/eb/48/photo2jpg.jpg,4.5,245,"38 Seah Street Adjacent to Raffles Hotel, Singapore 188394 Singapore"
"Anglo Indian Cafe & Bar, Chijmes","Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/f5/2d/27/anglo-indian-cafe-bar.jpg,4.5,181,"30 Victoria Street Chijmes #01-13 Chijmes, Singapore 187996 Singapore"
PIPES by HATTENDO,"Japanese, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/6b/72/ea/hattendo-classic-cream.jpg,4.5,110,"331 New Bridge Road Dorsett Residences Dorsett Residences #01-02, Singapore 078884 Singapore"
The Song of India,"Indian, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/17/bb/fd/f6/restaurant.jpg,4.0,"1,344","33 Scotts Road Newton, Singapore 228226 Singapore"
PS.Cafe at Palais Renaissance,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/d3/d2/33/fish-and-chip.jpg,4.5,427,"390 Orchard Road Palais Renaissance, Singapore 238871 Singapore"
Kazbar,Lebanese,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/89/84/4e/shish-kebab-lamb.jpg,4.5,306,"25 Church Street Capital Square #01-03 Capital Square 3, Singapore 049482 Singapore"
The Dim Sum Place,Chinese,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/36/03/5b/feasting-with-my-friends.jpg,4.5,230,"791 North Bridge Road, Singapore 198759 Singapore"
Empress,"Chinese, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/5e/f4/ora.jpg,4.5,707,"1 Empress Place #01-03 Empress Place Building Asian Civilisations Museum, Singapore 179555 Singapore"
Binomio,"Mediterranean, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/06/b6/10/2b/binomio.jpg,4.5,547,"20 Craig Road Craig Place Craig Place #01-02, Singapore 089692 Singapore"
Zafferano Italian Restaurant & Lounge,"Italian, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/17/74/c2/93/terrace-lounge-private.jpg,4.5,514,"10 Collyer Quay Ocean Financial Centre Level 43, Singapore 049315 Singapore"
Hai Tien Lo,"Chinese, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/56/78/c4/hai-tien-lo.jpg,4.5,442,"7 Raffles Boulevard Pan Pacific Hotel Pan Pacific Singapore, Singapore 039595 Singapore"
Coriander Leaf @ Chijmes,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0c/a2/d6/8c/coriander-leaf.jpg,4.5,565,"30 Victoria Street Chijmes #02-01 Chijmes, Singapore 187996 Singapore"
Lolla,"Mediterranean, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-w/1c/44/f6/65/photo0jpg.jpg,4.5,410,"22 Ann Siang Road, Singapore 069702 Singapore"
TWG Tea Garden at Marina Bay Sands,International,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0c/d0/97/9c/love-the-icing-and-tea.jpg,4.5,402,"2 Bayfront Avenue Marina Bay Sands The Shoppes at Marina Bay Sands #B2-65/68A, Singapore 018972 Singapore"
The RANCH Steakhouse & Bar,"American, Steakhouse",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/00/7b/f7/the-ranch-steakhouse.jpg,4.5,202,"12 Purvis Street #01-01, Singapore 188591 Singapore"
Carousel Buffet,"Seafood, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/17/c6/da/carousel-buffet-restaurant.jpg,4.5,"2,567","25 Scotts Road Scottswalk Royal Plaza on Scotts, Singapore 228220 Singapore"
mezza9,Singaporean,$$$$,https://media-cdn.tripadvisor.com/media/photo-p/18/a8/c1/f8/mezza9.jpg,4.0,853,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore"
PS.Cafe Ann Siang Hill,"Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/45/81/c1/pscafe-ann-siang-hill.jpg,4.0,372,"45 Ann Siang Rd . #02-02, Singapore 069719 Singapore"
21 on Rajah,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/c9/f4/6b/buffet-set-up-at-21-on.jpg,4.0,743,"1 Jalan Rajah Days Hotel Singapore At Zhongshan Park Days Hotel by Wyndham Singapore At Zhongshan Park, Singapore 329133 Singapore"
Sque Rotisserie & Alehouse,"Bar, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/df/86/7f/20151228-184009-largejpg.jpg,4.5,447,"6 Eu Tong Sen Street The Central #01-70 The Central, Singapore 059817 Singapore"
Neon Pigeon,"Asian, Dining bars",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/66/da/d2/bar.jpg,4.5,496,"36 Carpenter Street #01-01, Singapore 059915 Singapore"
Din Tai Fung (Paragon Branch),"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/6d/e1/5e/as-in-all-dtfs-you-can.jpg,4.0,"1,207","290 Orchard Road #03-06 the Paragon, Singapore 238859 Singapore"
La Brasserie,"French, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/d8/55/03/la-brasserie.jpg,4.0,438,"80 Collyer Quay Clifford Pier The Fullerton Bay Hotel, Singapore 049326 Singapore"
Origin Grill,"European, Contemporary",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/16/6d/95/64/add-a-little-indulgence.jpg,5.0,901,"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lobby Level, Singapore 258350 Singapore"
Humpback,"Bar, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/64/a5/db/watermelon-sangria.jpg,4.5,259,"18 Bukit Pasoh Road, Singapore 089832 Singapore"
Edge Food Theatre,"Chinese, Barbecue",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/56/70/f4/seafood-on-ice.jpg,4.5,"1,066","7 Raffles Boulevard Pan Pacific Hotel Pan Pacific Singapore, Level 3, Singapore 039595 Singapore"
Bitters & Love,"Bar, Contemporary",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/06/d2/e2/bf/bitters-love.jpg,4.5,252,"118 Telok Ayer Street, Singapore 068587 Singapore"
Basilico,"Italian, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/27/a5/80/f6/basilico-is-located-on.jpg,4.5,"1,052","1 Cuscaden Road Level 2 Conrad Singapor, The Regent Singapore, Singapore 249715 Singapore"
Po,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/92/69/60/signature-classic-popiah.jpg,4.5,315,"320 Havelock Road, The Warehouse Hotel Robertson Quay, Singapore 169628 Singapore"
Keyaki Japanese Restaurant,"Japanese, Kaiseki",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/56/77/8d/keyaki-garden-pavilion.jpg,4.5,411,"7 Raffles Boulevard Pan Pacific Hotel Pan Pacific Singapore, Singapore 039595 Singapore"
Birds Of A Feather,"Asian, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/28/19/5c/tofu-burger-with-maps.jpg,4.5,380,"115 Amoy Street #01-01, Singapore 069935 Singapore"
ATLAS Bar,"European, Wine Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/cb/a3/b3/getlstd-property-photo.jpg,4.5,678,"600 North Bridge Road Parkview Square Parkview Square, Singapore 188778 Singapore"
Din Tai Fung (Marina Bay Link Mall),"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/03/49/c1/34/din-tai-fung-marine-bay.jpg,4.5,707,"8A Marina Boulevard #05-06 Marina Bay Link Mall, Singapore 018984 Singapore"
Trattoria Nonna Lina,"Italian, Tuscan",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/24/87/f8/grass-fed-premium-tenderloin.jpg,4.5,185,"61 Cantonment Road Near Outram Park, Singapore 089757 Singapore"
Masizzim,"Korean, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0c/9e/fe/5e/20160821-154626-largejpg.jpg,4.5,111,"313 Orchard Road 313 @ Somerset #b3-02, Singapore 238895 Singapore"
Blu Kouzina,"Mediterranean, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/a2/32/8b/indoor-dining.jpg,4.5,"1,914","10 Dempsey Road Blk10, Singapore 247700 Singapore"
Captain K Seafood Tower,"Seafood, Soups",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1d/2e/bb/1e/captain-k-seafood-boil.jpg,4.0,354,"112 Middle Road Midland House 01-00A Midland House, Singapore 188970 Singapore"
Oso Ristorante,"Mediterranean, Northern-Italian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/10/ba/73/da/the-new-oso-7.jpg,4.5,568,"100 Peck Seah Street, Oasia Hotel Downtown, 27 Floor Oasia Hotel Downtown, 27th Floor, Singapore 089859 Singapore"
iO Italian Osteria Singapore,"Italian, Mediterranean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/14/a6/43/6a/io-italian-osteria.jpg,4.5,489,"4 Hillview Rise #02-01 the Hillier HillV2, Singapore 667979 Singapore"
Tsukiji Fish Market,"Japanese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/65/47/e0/tsukiji-fish-market.jpg,4.0,569,"181 Orchard Road #12-02 Orchard Central #01-82B Arcade @ The Capitol Kempinski, Singapore 238896 Singapore"
Sawadee Thai Cuisine,"Asian, Thai",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/e9/3f/a1/thai-red-curry-crabmeat.jpg,4.5,344,"9 Tan Quee Lan Street Tanqueelan Suites Tanqueelan Suites #01-01, Singapore 188098 Singapore"
The Landing Point,"Asian, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/fc/7e/c4/photo2jpg.jpg,4.0,424,"80 Collyer Quay Clifford Pier The Fullerton Bay Hotel, Singapore 049326 Singapore"
Fairytail Bar,"European, Italian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1d/45/c3/23/fairy-tail.jpg,4.5,115,"231 Outram Road D'Hotel, Singapore 169040 Singapore"
Sofra Turkish Cafe & Restaurant,"Mediterranean, Turkish",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/09/1a/5d/27/photo4jpg.jpg,4.0,379,"6 Raffles Boulevard Marina Square 03-129 A, Marina Square, Singapore 039594 Singapore"
"Song Fa Bak Kut Teh, Chinatown Point","Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/48/5b/8c/song-fa-chinatown-point.jpg,4.0,"1,031","133 New Bridge Road Chinatown Point Chinatown Point #01-04,, Singapore 059413 Singapore"
The Boiler (Howard Road),"Seafood, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/64/eb/c6/miso-dijon-salmon.jpg,4.0,481,"18 Howard Road Novelty Bizcentre #01-06, Singapore 369585 Singapore"
LeVeL33,"Bar, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/1d/90/fd/b5/beer-dining-group-shot.jpg,4.0,"2,634","8 Marina Boulevard #33-01 Marina Bay Financial Centre Marina Bay Financial Centre Tower 1, Singapore 018981 Singapore"
Fat Prince,"Turkish, Middle Eastern",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/74/19/e5/fat-prince-front-bar.jpg,4.5,373,"48 Peck Seah Street, Singapore 079317 Singapore"
The Dempsey Cookhouse & Bar,European,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/15/24/f2/50/photo2jpg.jpg,4.5,300,"Block 17D Dempsey Road, Singapore 249676 Singapore"
Lighthouse Bistro & Bar,"Seafood, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/54/dc/61/lighthouse-bistro-bar.jpg,4.5,167,"75 Jellicoe Road Wavelink Building Unit 01-00, Singapore 208738 Singapore"
Prive ACM,"Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/61/74/nasi-goreng.jpg,4.0,463,"1 Empress Place Empress Place Building #01-02, Singapore 179555 Singapore"
Limoncello Pizza and Grill,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0a/7a/6a/3f/tomahawk-wagyu.jpg,4.0,611,"95 Robertson Quay Rivergate, Singapore 238256 Singapore"
RAS The Essence of India,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/ea/11/8c/outdoor-seating.jpg,4.0,381,"Block 3D River Valley Road #01-05A Clarke Quay, Singapore 179023 Singapore"
Shabestan Finest Persian Cuisine,"Mediterranean, Middle Eastern",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/06/e2/40/alfresco-area-shabestan.jpg,4.0,421,"80 Mohamed Sultan Road The Pier At Robertson #01-13, The Pier At Robertson, Singapore 239013 Singapore"
Hua Yu Wee Seafood,"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/85/8c/22/indoors.jpg,4.5,261,"462 Upper East Coast Road, Singapore 466508 Singapore"
Four Points Eatery,"Seafood, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/61/cb/6c/four-points-eatery.jpg,4.0,447,"382 Havelock Road Four Points By Sheraton Singapore, Singapore 169629 Singapore"
Lola's Cafe,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/6b/3d/91/chicken-wings-with-honey.jpg,4.0,396,"5 Simon Road, Singapore 545893 Singapore"
Enjoy Eating House and Bar @ Jln Besar,"Chinese, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/14/c6/4d/singapore-style-chilli.jpg,4.5,102,"383 Jalan Besar Kam Leng Hotel Inside Kam Leng Hotel, Singapore 209001 Singapore"
CE LA VI Singapore,"Asian, Fusion",$$$$,https://media-cdn.tripadvisor.com/media/photo-f/22/fa/60/ad/sky-lounge.jpg,4.5,"7,228","1 Bayfront Avenue Marina Bay Sands Marina Bay Sands Hotel Tower3, Singapore 018971 Singapore"
Les Bouchons Ann Siang,"French, Steakhouse",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/ea/3b/bf/les-bouchons-ann-siang.jpg,4.0,322,"7 Ann Siang Road, Singapore 069689 Singapore"
Wine Connection Cheese Bar,"European, Wine Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/03/d1/97/b6/wine-connection-cheese.jpg,4.5,354,"11 Unity Street Robertson Walk #01-05 Robertson Walk, Singapore 237995 Singapore"
Chir Chir Fusion Chicken Factory,"Korean, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/77/0b/7e/photo2jpg.jpg,4.5,151,"313 Orchard Road 313 @ Somerset #b3-03/04, Singapore 238895 Singapore"
Shake Farm,Healthy,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/e2/16/e9/craving-healthy-delicious.jpg,4.5,145,"50 Robinson Road Robinson Suites #01-02, Singapore 068882 Singapore"
Latteria Mozzarella Bar,"Italian, Mediterranean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/84/28/b3/singapore-s-largest-choice.jpg,4.0,355,"40 Duxton Hill, Singapore 089618 Singapore"
Chinatown Complex,"Chinese, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/0f/44/ee/37/mercato.jpg,4.0,416,"335 Smith Street #02-127 Chinatown Complex Chinatown, Singapore 050335 Singapore"
Komala Villas Restaurant,"Indian, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/0f/70/b5/4e/img-20170531-001544-largejpg.jpg,4.0,989,"76 Serangoon Road, Singapore 217981 Singapore"
Spices Cafe (Concorde Hotel),"Seafood, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/a3/ec/f1/caption.jpg,4.0,466,"100 Orchard Road Concorde Hotel And Shopping Mall, Singapore 238840 Singapore"
Arteastiq Bistro & Bar,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/13/03/59/fd/arteastiq-bistro-bar.jpg,4.0,615,"68 Orchard Road Plaza Singapura #03-70/72, Plaza Singapura, Singapore 238839 Singapore"
Arbora,"Singaporean, American",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1f/ae/37/e2/unique-hilltop-dining.jpg,4.0,395,"109 Mount Faber Road Faber Peak Level 2, Mount Faber Peak, Singapore 099203 Singapore"
StraitsKitchen,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/c5/0d/2a/straitskitchen.jpg,4.0,953,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore"
Papi's Tacos,Mexican,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/bf/33/72/entrance-to-fantastic.jpg,4.5,115,"39 Seah Street Heritage Collection On Seah, Singapore 188395 Singapore"
Arteastiq Boutique Tea House,"Cafe, Contemporary",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/10/e5/55/16/arteastiq-s-luscious.jpg,4.0,732,"333A Orchard Road Mandarin Gallery 333 Floor 04 Unit 15 14 Orchard Road, Singapore 238897 Singapore"
Wooloomooloo Steakhouse,"Steakhouse, Australian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/dd/ef/98/australian-bone-in-rib.jpg,4.0,872,"2 Stamford Road Level 3 Swissotel The Stamford, Singapore 178882 Singapore"
Burlamacco Ristorante,"Italian, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/11/c4/73/burlamacco-ristorante.jpg,4.0,433,"30 Stanley Street, Singapore 068739 Singapore"
Swee Choon Tim Sum Restaurant,"Chinese, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/26/96/64/9f/singapore-s-most-favourite.jpg,4.0,544,"191 Jalan Besar, Singapore 208882 Singapore"
The Halia at Singapore Botanic Gardens,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0a/ef/12/66/haila-restaurant.jpg,4.5,"2,308","1 Cluny Road, Ginger Garden, (enter via Tyersall Avenue) Singapore Botanic Gardens, Singapore 259569 Singapore"
Two Chefs Bar Mexican & Italian,"Italian, Mexican",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/13/1b/26/f1/chicken-fajitas-popular.jpg,4.5,179,"31 Ocean Way Quayside Isle #01-11, Quayside Isle, Sentosa, Singapore 098375 Singapore"
Amo,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/1f/23/43/sharing-plates.jpg,4.0,288,"33 Hongkong Street, Singapore 059672 Singapore"
Jim Thompson,Thai,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/1d/b8/eb/jim-thompson.jpg,4.0,743,"No. 45 Minden Road Dempsey Hill, Singapore 248817 Singapore"
Oriole Coffee + Bar,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/17/db/59/fully-loaded.jpg,4.0,485,"96 Somerset Road, Pan Pacific Serviced Suites Orchard #01-01, Singapore 238163 Singapore"
Kai Garden,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/fb/b7/de/kai-garden.jpg,4.0,324,"6 Raffles Boulevard Marina Square #03-128A/128B, Marina Square, Singapore 039594 Singapore"
"Morton's, The Steakhouse","American, Steakhouse",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/d3/41/93/main-dining-area.jpg,4.0,995,"Mandarin Oriental Singapore Fourth Storey Mandarin Oriental, Singapore 039797 Singapore"
Pete's Place,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/4e/3c/8b/pete-s-place.jpg,4.0,606,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore"
The Boiler (Esplanade),"Seafood, American",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/13/d5/71/5f/bombdiggity-bag.jpg,4.5,203,"8 Raffles Avenue Esplanade Mall #01-13A Esplanade Annexe, Singapore 039802 Singapore"
IndoChili - Halal Indonesian Restaurant,"Singaporean, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/04/0e/9b/97/indochili-restaurant.jpg,4.5,330,"54 Zion Road, Singapore 247779 Singapore"
Violet Oon Singapore,Singaporean,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/40/ce/b3/img-20190707-143455-largejpg.jpg,4.5,147,"78 Airport Boulevard Jewel, Changi Airport, #01-205/206, Singapore 819666 Singapore"
Bedrock Bar and Grill,Steakhouse,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/16/7e/94/double-cut-dry-aged-porterhous.jpg,4.0,542,"96 Somerset Road # 01-05 Pan Pacific Serviced Suites, Orchard, Singapore 238163 Singapore"
Riders Cafe,"Cafe, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/07/a3/bc/97/salmon-with-scrambled.jpg,4.0,625,"51 Fairways Drive, Singapore 286965 Singapore"
Butcher Boy,"Asian, Grill",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/e1/d6/6e/roast-selection.jpg,4.5,176,"31 Keong Saik Road, Singapore 089138 Singapore"
Lantern Rooftop Bar,"Bar, International",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/f8/eb/3a/photo1jpg.jpg,4.0,910,"80 Collyer Quay Clifford Pier Fullerton Bay Hotel, Singapore 049326 Singapore"
The Spot,"Bar, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/e2/65/2a/hand-chopped-beef-tartare.jpg,4.5,117,"5 Straits View The Heart Marina One #01-26/27, Intersection, Plaza Square, Singapore 018935 Singapore"
Chui Huay Lim Teochew Cuisine,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/06/b9/de/19/chui-huay-lim-teochew.jpg,4.0,381,"190 Keng Lee Road #01-02 Chui Huay Lim Club, Singapore 308409 Singapore"
Wine Connection Tapas Bar & Bistro,"French, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/38/2a/71/wine-connection-tapas.jpg,4.0,989,"11 Unity Street Robertson Walk Floor 01 Unit 19 20 11 Unity Street, Singapore 237995 Singapore"
Lucca's Trattoria,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1c/bc/dc/9c/photo5jpg.jpg,4.5,190,"77 Tiong Bahru Road Nostalgia Hotel, Singapore 168727 Singapore"
The Marmalade Pantry at Novena,"Cafe, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/16/80/d1/marmalade-mac-cheese.jpg,4.0,319,"8 Sinaran Drive, #01-02/04 Oasia Hotel Novena, Singapore 307470 Singapore"
Brewerkz (Riverside Point),"American, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/42/51/f6/brewerkz-riverside-point.jpg,4.0,"1,332","30 Merchant Road Riverside Point #01-07 Riverside Point, Singapore 058282 Singapore"
Tiffin Room,Indian,$$$$,https://media-cdn.tripadvisor.com/media/photo-s/03/82/e5/9f/tiffin-room-raffles-hotel.jpg,4.0,880,"1 Beach Street Raffles Hotel Singapore, Singapore 189673 Singapore"
Zam Zam,"Indian, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/03/e4/c9/6e/zam-zam.jpg,4.0,"1,420","699 North Bridge Road Kampong Glam, Singapore 198676 Singapore"
Prive Chijmes,Bar,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/62/e7/prive-chijmes.jpg,4.0,730,"30 Victoria Street #01-33 Chijmes Chijmes, Singapore 187996 Singapore"
Moosehead Kitchen-Bar,"International, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/46/57/67/bone-marrow-ortiz-anchovies.jpg,4.5,293,"110 Telok Ayer Street, Singapore 068579 Singapore"
